Probe,GeneID,Symbol,Distance,Sides,Raw.p,Pe
cg06654431,ENSG00000140990,NDUFB10,62556,R4,1.6628212397233762e-4,0.1653834616538346
cg20365580,ENSG00000120896,SORBS3,0,R1,1.6628212397233762e-4,0.07169283071692831
cg20897072,ENSG00000272485,RP11-284J1.1,714632,L9,1.6641989182470963e-4,0.1386861313868613
cg15023858,ENSG00000240156,COX6CP6,987838,R7,1.6661071628849375e-4,0.05019498050194981
cg17944003,ENSG00000272308,RP11-231G3.1,162730,L2,1.6697491790409457e-4,0.0316968303169683
cg25979244,ENSG00000233461,RP11-295G20.2,327412,L3,1.6697491790409457e-4,0.10278972102789721
cg05702218,ENSG00000206659,Y_RNA,147706,R8,1.6712259314752468e-4,3.9996000399960006e-4
cg26383138,ENSG00000224885,TSSC1-IT1,1182578,R10,1.675544274527122e-4,0.039696030396960305
cg14209781,ENSG00000251298,RP11-425A23.1,597786,R9,1.67618742082572e-4,0.06329367063293671
cg02167456,ENSG00000238039,AF011889.2,792295,R5,1.676670148262761e-4,0.059194080591940805
cg19854704,ENSG00000233122,CTAGE7P,1567937,L8,1.676697325374937e-4,0.03799620037996201
cg09015921,ENSG00000197815,RP1-253P7.4,47192,R6,1.676700722536181e-4,0.0801919808019198
cg21471828,ENSG00000213958,KRT18P29,259071,R1,1.6827581858662046e-4,0.18088191180881913
cg21239317,ENSG00000227436,FCF1P1,18440,R2,1.6835648328045275e-4,0.0011998800119988001
cg01623008,ENSG00000081014,AP4E1,85128,R2,1.6836861587352445e-4,0.04409559044095591
cg10831324,ENSG00000166557,TMED3,217367,R6,1.6836861587352445e-4,0.12458754124587541
cg11199751,ENSG00000175470,PPP2R2D,1459048,R8,1.6836861587352445e-4,0.015898410158984102
cg27591502,ENSG00000253219,KRT18P41,264850,R4,1.6851430180220246e-4,0.0367963203679632
cg02415125,ENSG00000279590,AC005786.6,92675,R10,1.6851749555040385e-4,0.051594840515948405
cg19290091,ENSG00000240005,RP11-293A21.1,459112,L5,1.6871805395814358e-4,0.0115988401159884
cg21580421,ENSG00000172139,SLC9C1,348128,L10,1.6906765746765753e-4,0.1658834116588341
cg24884217,ENSG00000231852,CYP21A2,28707,L1,1.690678285470808e-4,0.14038596140385962
cg14381948,ENSG00000273344,PAXIP1-AS1,110263,R5,1.690695393481414e-4,0.09729027097290271
cg19437852,ENSG00000063245,EPN1,0,R2,1.690695393481414e-4,0.0231976802319768
cg22679813,ENSG00000273344,PAXIP1-AS1,631795,R6,1.690695393481414e-4,0.09729027097290271
cg23524184,ENSG00000005882,PDK2,42345,R4,1.690695393481414e-4,0.1326867313268673
cg25255602,ENSG00000253669,KB-1732A1.1,244910,R6,1.690695393481414e-4,0.061693830616938304
cg25855592,ENSG00000253399,AC078852.2,135104,L3,1.6916574068881522e-4,0.0045995400459954
cg05516390,ENSG00000197445,C16orf47,71857,R4,1.6927117443577797e-4,0.018098190180981903
cg12063018,ENSG00000259020,RP11-529H20.3,516198,L7,1.6942085258776895e-4,0.0387961203879612
cg12297970,ENSG00000218261,RP11-96J19.1,34676,R4,1.6968783860967494e-4,0.04129587041295871
cg05415936,ENSG00000106603,COA1,0,R9,1.6977319215977696e-4,0.049095090490950906
cg10692363,ENSG00000108179,PPIF,779334,R8,1.6977319215977696e-4,0.049795020497950204
cg06729381,ENSG00000255931,RP11-286N22.10,34637,L5,1.7016872377858286e-4,0.0071992800719928
cg00033834,ENSG00000130640,TUBGCP2,73288,R7,1.704795841057176e-4,0.016298370162983702
cg03099988,ENSG00000185684,EP400NL,126288,L10,1.704795841057176e-4,0.0282971702829717
cg07862744,ENSG00000225968,ELFN1,312571,L6,1.704795841057176e-4,0.020897910208979104
cg16088380,ENSG00000130177,CDC16,253305,R3,1.704795841057176e-4,0.0715928407159284
cg21414842,ENSG00000223920,RP11-430G17.1,574789,R3,1.70491446544845e-4,0.0011998800119988001
cg26889659,ENSG00000219712,RP11-532F6.2,13782,L1,1.7052604601104396e-4,0.0202979702029797
cg12902741,ENSG00000249888,RP11-447H19.2,76217,L3,1.7058061148569163e-4,6.999300069993001e-4
cg08498747,ENSG00000267253,RP11-209M4.1,48011,R2,1.706936911010718e-4,0.0313968603139686
cg22990388,ENSG00000207195,Y_RNA,124413,R8,1.7100815069142643e-4,0.0958904109589041
cg17393940,ENSG00000236960,RP11-265G8.3,507855,L6,1.711800498796577e-4,0.024897510248975102
cg07474842,ENSG00000234263,RP3-325F22.3,35220,R2,1.7118501601489681e-4,0.2086791320867913
cg10955669,ENSG00000278601,RP11-348N5.9,114204,R5,1.7118803329979208e-4,0.09509049095090491
cg04421974,ENSG00000129292,PHF20L1,363763,L4,0.00017118872501493471,0.09609039096090391
cg05231542,ENSG00000198973,MIR375,36470,L2,1.712967841498072e-4,0.0012998700129987
cg11847956,ENSG00000253141,CTB-164N12.1,286859,L8,1.7147846274592602e-4,0.0928907109289071
cg12127159,ENSG00000236212,AC009262.2,439164,R4,1.715611242569495e-4,0.059494050594940506
cg22790870,ENSG00000256193,LINC00507,433890,L10,1.716525919857584e-4,0.0015998400159984002
cg03565720,ENSG00000228393,LINC01004,131630,R5,1.719006247481729e-4,0.026197380261973803
cg11312462,ENSG00000154914,USP43,580033,L10,1.719006247481729e-4,0.08799120087991201
cg13218573,ENSG00000228150,RP11-84A14.4,1199,L1,1.7225535209563158e-4,0.0034996500349965005
cg13894813,ENSG00000255306,RP5-901A4.1,383157,L9,1.7225743840413346e-4,0.07029297070292971
cg08206267,ENSG00000105641,SLC5A5,120676,R9,1.7247321139071567e-4,0.0301969803019698
cg08767044,ENSG00000199668,Y_RNA,269750,L4,1.7257804039542775e-4,0.0031996800319968005
cg05979170,ENSG00000114686,MRPL3,752541,L9,1.7261529319803902e-4,0.16768323167683233
cg19486070,ENSG00000157778,PSMG3,15511,L1,1.7261529319803902e-4,0.08349165083491651
cg19952454,ENSG00000163900,TMEM41A,284474,L7,1.7261529319803902e-4,0.1252874712528747
cg00202568,ENSG00000270980,RP11-626A5.2,423570,L9,1.7267432239733617e-4,0.06079392060793921
cg21586453,ENSG00000145626,UGT3A1,238542,L9,1.731866461965518e-4,0.015798420157984203
cg00792723,ENSG00000170430,MGMT,1141822,R4,1.7333274028909104e-4,0.037896210378962104
cg18751231,ENSG00000068885,IFT80,469733,R9,1.7333274028909104e-4,0.0461953804619538
cg25743026,ENSG00000178409,BEND3,318605,R4,1.7333274028909104e-4,0.1252874712528747
cg18454510,ENSG00000204092,LINC00951,49293,R1,1.7335476810009502e-4,0.013798620137986202
cg26123647,ENSG00000228613,AC144450.1,571513,L6,1.7364208303757687e-4,0.1820817918208179
cg12720921,ENSG00000248977,RP11-395I6.1,166074,L4,1.7364836713443672e-4,0.11388861113888611
cg25274975,ENSG00000240793,UBA52P8,99275,R3,1.7367132177745873e-4,0.0124987501249875
cg27623406,ENSG00000261319,LINC02152,965627,R5,1.7392248717543977e-4,0.024297570242975703
cg06020182,ENSG00000272342,LINC01115,374354,R11,1.7394299243565358e-4,0.022097790220977902
cg11119340,ENSG00000185352,HS6ST3,0,L2,1.7404315257604793e-4,0.08969103089691031
cg04445851,ENSG00000082213,C5orf22,425245,R6,1.7405297597792717e-4,0.1366863313668633
cg20178976,ENSG00000171940,ZNF217,130670,L3,1.7405297597792717e-4,0.13878612138786123
cg23518655,ENSG00000101191,DIDO1,104982,L7,1.7405297597792717e-4,0.07889211078892111
cg24645611,ENSG00000162769,FLVCR1,1067449,L9,1.7405297597792717e-4,0.21297870212978703
cg08382072,ENSG00000238076,MRPL48P1,60534,L5,1.7405745626727364e-4,0.0301969803019698
cg02127234,ENSG00000206949,RNU6-1324P,274987,L8,1.7434931611481468e-4,0.0072992700729927005
cg26555149,ENSG00000212327,RNU6-882P,50632,L6,1.7463239606298973e-4,0.0173982601739826
cg00580715,ENSG00000233122,CTAGE7P,1567772,L8,1.7477389766757602e-4,0.0382961703829617
cg05988964,ENSG00000104472,CHRAC1,893980,R7,1.74776010253275e-4,0.0953904609539046
cg19190762,ENSG00000179630,LACC1,337986,L10,1.74776010253275e-4,0.21697830216978303
cg05865769,ENSG00000265400,RP11-471L13.2,161074,R3,1.7481659362718772e-4,0.0017998200179982
cg24248505,ENSG00000242154,RP4-778K6.3,332700,L6,1.7496721384117761e-4,0.015598440155984402
cg01062470,ENSG00000122735,DNAI1,141027,R8,1.75132407315164e-4,0.18738126187381263
cg02100848,ENSG00000215160,OR7E122P,35968,R7,1.7522192727709488e-4,0.011898810118988102
cg25308086,ENSG00000272088,RP11-168F9.2,407788,R6,1.7522991727177248e-4,0.06779322067793221
cg15331705,ENSG00000221176,MIR1207,118525,L2,1.7542260659217574e-4,0.0014998500149985001
cg13154925,ENSG00000272479,RP11-301G7.1,780998,L9,1.75431653100623e-4,0.026797320267973202
cg18417063,ENSG00000232631,MTND2P23,1058844,R6,1.7547155808627992e-4,0.043495650434956505
cg05511872,ENSG00000162105,SHANK2,0,L9,1.7550185313608226e-4,0.1376862313768623
cg14152591,ENSG00000086475,SEPHS1,1197622,L9,1.7550185313608226e-4,0.11538846115388461
cg16572957,ENSG00000238164,RP3-395M20.8,325757,L10,1.7550185313608226e-4,0.10628937106289371
cg03104467,ENSG00000232096,YPEL5P1,451175,R9,1.756379962330592e-4,0.004899510048995101
cg02116255,ENSG00000224437,PIGUP1,499161,R6,1.756507058597056e-4,0.008999100089991
cg18184033,ENSG00000249506,ZEB2P1,544376,L3,1.7572252837725027e-4,0.035396460353964605
cg24784129,ENSG00000276696,Y_RNA,289192,R1,1.7574764778725298e-4,0.015798420157984203
cg09469079,ENSG00000178586,OR6B3,366815,R7,1.7595315769255095e-4,0.0897910208979102
cg09543819,ENSG00000124812,CRISP1,36631,L1,1.7601820192194852e-4,0.043495650434956505
cg21977507,ENSG00000252707,RNU11-2P,205901,L4,1.761422151725311e-4,0.0024997500249975004
cg21450381,ENSG00000256663,RP11-424C20.2,868170,R9,1.7622696846672378e-4,0.080791920807919207
cg11795680,ENSG00000258538,RP11-753D20.3,12705,R1,1.7659117217141903e-4,0.0064993500649935
cg27055156,ENSG00000269489,RP11-98D18.17,217421,L10,1.767592295276427e-4,0.10178982101789821
cg05940966,ENSG00000251365,RP11-332J15.3,428594,R10,1.7687883904077823e-4,0.032296770322967704
cg00164678,ENSG00000127445,PIN1,191812,L7,1.7696200496949765e-4,0.012898710128987101
cg00960209,ENSG00000260367,RP11-264B17.4,175547,L8,1.7696200496949765e-4,0.04559544045595441
cg19223190,ENSG00000169750,RAC3,66754,L8,1.7696200496949765e-4,0.10468953104689531
cg27524361,ENSG00000071073,MGAT4A,388788,L8,1.7696200496949765e-4,0.1024897510248975
cg24435939,ENSG00000229912,AC128709.4,9642,R1,1.7703220773643947e-4,0.013798620137986202
cg25198599,ENSG00000279146,RP11-117L5.3,191787,R3,1.77381523255281e-4,4.999500049995e-4
cg00868476,ENSG00000253708,RP11-51J9.4,147601,L4,1.7756231515946423e-4,0.0025997400259974
cg10307052,ENSG00000178307,TMEM11,35049,R2,1.77696334123905e-4,0.006399360063993601
cg10824972,ENSG00000274541,RP1-62D2.4,413122,L7,1.7786006800957975e-4,0.0862913708629137
cg04064672,ENSG00000155495,MAGEC1,293392,L4,1.7819698440190153e-4,0.043495650434956505
cg26645242,ENSG00000260258,RP11-467J12.2,186262,L3,1.7830088938119738e-4,0.0038996100389961006
cg25628461,ENSG00000260262,RP11-440L14.3,143276,R7,1.7837450366404878e-4,0.03849615038496151
cg19517841,ENSG00000253982,CTD-2336O2.1,372459,R4,1.7843333307288061e-4,0.06079392060793921
cg09884146,ENSG00000138071,ACTR2,95520,L1,1.784335122935505e-4,0.08159184081591841
cg16926445,ENSG00000142606,MMEL1,514884,L9,1.784335122935505e-4,0.18808119188081193
cg13320436,ENSG00000254274,TDGF1P5,151887,L5,1.7849613098817915e-4,0.0131986801319868
cg07584765,ENSG00000227480,CCDC148-AS1,383246,L6,1.78774972103642e-4,0.05549445055494451
cg14138611,ENSG00000257454,CTD-2021H9.2,420057,R5,1.7882701079490954e-4,0.019198080191980802
cg03670736,ENSG00000111305,GSG1,491606,L7,1.7896859186365598e-4,0.16818318168183183
cg01080560,ENSG00000172009,THOP1,42008,R2,1.791735496618277e-4,0.06179382061793821
cg04055739,ENSG00000004961,HCCS,15943,L1,1.791735496618277e-4,0.142985701429857
cg06313349,ENSG00000146918,NCAPG2,929577,R10,1.791735496618277e-4,0.11118888111188881
cg06655097,ENSG00000038002,AGA,896319,R10,1.791735496618277e-4,0.2004799520047995
cg06695115,ENSG00000101104,PABPC1L,265167,L10,1.791735496618277e-4,0.089191080891910815
cg21603744,ENSG00000120526,NUDCD1,232363,R4,1.791735496618277e-4,0.1608839116088391
cg07005640,ENSG00000232638,RP11-379F12.4,529031,R9,1.7925138932071692e-4,0.26007399260073993
cg10567378,ENSG00000225945,RP3-441A12.1,358237,L2,1.7981891967979374e-4,0.035896410358964105
cg05180182,ENSG00000226762,RP11-298E9.6,367352,L4,1.7984049394825555e-4,0.22077792220777923
cg03167521,ENSG00000169193,CCDC126,381170,L9,1.7991645644489083e-4,0.1805819418058194
cg08877322,ENSG00000240875,LINC00886,290961,L9,1.7991645644489083e-4,0.20737926207379262
cg17421805,ENSG00000158716,DUSP23,29328,L1,1.7991645644489083e-4,0.016298370162983702
cg26703758,ENSG00000129158,SERGEF,17832,R2,1.7991645644489083e-4,0.0397960203979602
cg10254035,ENSG00000220771,BOLA2P3,139020,L1,1.7998248408209965e-4,0.049295070492950704
cg15493607,ENSG00000258538,RP11-753D20.3,91652,L1,1.803168749970304e-4,0.006799320067993201
cg22588445,ENSG00000229660,RP5-1142J19.1,347786,L9,1.805796528836808e-4,0.030896910308969103
cg00097038,ENSG00000177888,ZBTB41,213098,L4,1.8066224289174586e-4,0.2283771622837716
cg07826246,ENSG00000164880,INTS1,173107,L8,1.8066224289174586e-4,0.023497650234976502
cg14412187,ENSG00000280193,RP13-923O23.7,98222,R9,1.8066224289174586e-4,0.11448855114488551
cg21394778,ENSG00000272088,RP11-168F9.2,366706,R6,1.8066882552701915e-4,0.0685931406859314
cg16862319,ENSG00000111305,GSG1,642577,L9,1.806690067349129e-4,0.1683831616838316
cg14557216,ENSG00000251697,RN7SKP24,16959,R2,1.8067383786327373e-4,3.9996000399960006e-4
cg11075561,ENSG00000271304,DPRXP2,130166,L2,1.8087443418558156e-4,0.025997400259974
cg05180182,ENSG00000228353,RP11-184A2.2,143350,R2,1.8104263674368078e-4,0.0560943905609439
cg19214097,ENSG00000222035,AC079354.3,164098,R4,1.810432335459591e-4,0.0514948505149485
cg20475114,ENSG00000164362,TERT,36180,R3,1.812540229601517e-4,0.11088891110888911
cg07159951,ENSG00000236872,RP11-291L19.1,102158,L3,1.8138123202521785e-4,0.014298570142985701
cg03082523,ENSG00000238260,RP11-46F15.2,383787,R6,1.8139564899750458e-4,0.0065993400659934
cg16441044,ENSG00000005379,TSPOAP1,64240,R3,1.8141091928434205e-4,0.09219078092190781
cg09770131,ENSG00000238117,AP004372.1,1679306,L5,1.8160098111711983e-4,0.14408559144085592
cg08428266,ENSG00000224223,VSTM2A-OT1,598992,L7,1.8164408014378442e-4,0.0724927507249275
cg23627948,ENSG00000237286,AC004906.3,222975,R5,1.8202528950232933e-4,0.0684931506849315
cg07837520,ENSG00000103544,C16orf62,153614,L5,1.8216249593766218e-4,0.16028397160283972
cg08825075,ENSG00000126602,TRAP1,167110,L3,1.8216249593766218e-4,0.1827817218278172
cg11358713,ENSG00000136197,C7orf25,1760230,R9,1.8216249593766218e-4,0.047495250474952504
cg24428389,ENSG00000070831,CDC42,18870,L4,1.8216249593766218e-4,0.035396460353964605
cg27254338,ENSG00000207297,SNORD7,291952,L5,1.8225063674623005e-4,0.0207979202079792
cg08897422,ENSG00000229970,AC007128.1,282755,L1,1.8263439694326484e-4,0.031996800319968
cg02685032,ENSG00000101182,PSMA7,213074,R5,1.8291698319981478e-4,0.1227877212278772
cg20306842,ENSG00000106069,CHN2,686626,R9,1.8291698319981478e-4,0.09879012098790121
cg27213238,ENSG00000137210,TMEM14B,217955,R8,1.8291698319981478e-4,0.0857914208579142
cg27584546,ENSG00000095587,TLL2,383442,L9,1.8291698319981478e-4,0.0306969303069693
cg12884762,ENSG00000257256,RP3-405J10.4,308080,L7,1.8315550810917087e-4,0.0710928907109289
cg17253785,ENSG00000206949,RNU6-1324P,173711,L3,1.8324985238439987e-4,0.007599240075992401
cg02958515,ENSG00000137801,THBS1,222983,R3,1.8367439145212618e-4,0.0268973102689731
cg10566610,ENSG00000164494,PDSS2,312911,L6,1.8367439145212618e-4,0.023997600239976002
cg13345122,ENSG00000152253,SPC25,777755,R10,1.8367439145212618e-4,0.1311868813118688
cg16377679,ENSG00000175857,GAPT,595826,L10,1.8367439145212618e-4,0.08259174082591741
cg20315150,ENSG00000272568,CTB-113D17.1,372005,R5,1.8367439145212618e-4,0.0170982901709829
cg21375490,ENSG00000105993,DNAJB6,200907,L7,1.8367439145212618e-4,0.0524947505249475
cg18395632,ENSG00000271917,RP11-506O24.2,545850,L5,1.8370938607950663e-4,0.10828917108289171
cg24686845,ENSG00000258303,RP11-887P2.6,466937,L9,1.8382857062782784e-4,0.024197580241975804
cg14842771,ENSG00000179420,OR6W1P,201207,R10,1.839576330313803e-4,0.025197480251974803
cg11234013,ENSG00000255094,RP11-406D1.2,353417,R6,1.839578753627468e-4,0.0390960903909609
cg21487363,ENSG00000243873,HMGB1P36,734162,L5,1.8402322410574385e-4,0.0020997900209979003
cg03661929,ENSG00000243014,PTMAP8,241828,R6,1.843996848265943e-4,0.020097990200979902
cg03866831,ENSG00000213853,EMP2,772850,R10,1.844347311092317e-4,0.2425757424257574
cg08243465,ENSG00000278709,NKILA,11201,R2,1.844347311092317e-4,0.030996900309969003
cg19738281,ENSG00000105176,URI1,432168,L6,1.844347311092317e-4,0.048095190480951906
cg14094521,ENSG00000225300,RP11-1086F11.1,97677,L4,1.8462325015231656e-4,6.999300069993001e-4
cg04173453,ENSG00000275765,RP11-54C4.3,1225633,L8,1.8596406074573846e-4,0.09349065093490651
cg00115458,ENSG00000112473,SLC39A7,26915,R4,1.8596424646346677e-4,0.08039196080391961
cg03441279,ENSG00000237188,RP11-337C18.8,400581,L8,1.8596424646346677e-4,0.059494050594940506
cg07534823,ENSG00000280832,ST3GAL4-AS1,462317,L6,1.8634828774758672e-4,0.1131886811318868
cg14376289,ENSG00000273409,RP11-480C22.1,1268035,L8,1.8650394586039288e-4,0.2997700229977002
cg03315940,ENSG00000219738,CD83P1,39643,L2,1.8652381080518644e-4,0.021497850214978503
cg01214012,ENSG00000257636,RP11-1103G16.1,322150,R2,1.8669263853838096e-4,0.017798220177982202
cg10952596,ENSG00000078900,TP73,406160,R9,1.86733443157244e-4,0.1080891910808919
cg12786015,ENSG00000130703,OSBPL2,365187,R9,1.86733443157244e-4,0.0653934606539346
cg21579472,ENSG00000132128,LRRC41,131189,R7,1.86733443157244e-4,0.065993400659934
cg23779604,ENSG00000146535,GNA12,6960,R2,1.86733443157244e-4,0.1212878712128787
cg25740250,ENSG00000105993,DNAJB6,174423,L7,1.86733443157244e-4,0.0524947505249475
cg17527195,ENSG00000235957,COX7CP1,358129,R6,1.8734512807017225e-4,0.0206979302069793
cg10061129,ENSG00000227288,RP5-837I24.1,1476256,L8,1.8735137678535974e-4,0.003999600039996
cg09006292,ENSG00000241111,PRICKLE2-AS1,4230,R3,1.873697469225418e-4,0.0817918208179182
cg07056967,ENSG00000250508,RP11-757G1.6,461910,R8,1.8750467803918975e-4,0.050094990500949906
cg05200313,ENSG00000066455,GOLGA5,299746,R4,1.875056132492968e-4,0.19118088191180882
cg13720048,ENSG00000134440,NARS,176625,L5,1.875056132492968e-4,0.11888811118888111
cg01062470,ENSG00000224802,TUBB4BP2,206416,L8,1.878445408915676e-4,7.999200079992001e-4
cg08862394,ENSG00000277218,RP11-500G10.5,993700,L10,1.878885070398134e-4,0.0217978202179782
cg18801567,ENSG00000241120,HMGN1P8,37932,L1,1.8793302390205242e-4,0.0046995300469953
cg07826246,ENSG00000106268,NUDT1,564745,R9,1.882807673221929e-4,0.05649435056494351
cg09242008,ENSG00000163507,KIAA1524,530607,L9,1.882807673221929e-4,0.12298770122987701
cg13678205,ENSG00000148399,DPH7,301653,L5,1.882807673221929e-4,0.0098990100989901
cg16452866,ENSG00000127152,BCL11B,0,R1,1.882807673221929e-4,0.25547445255474455
cg19746375,ENSG00000105993,DNAJB6,184529,L7,1.882807673221929e-4,0.053094690530946904
cg24359109,ENSG00000230184,SMYD3-IT1,712169,R8,1.8828980858079524e-4,0.0033996600339966003
cg06086177,ENSG00000280092,AC002044.3,50605,L3,1.8842391118784193e-4,8.999100089991e-4
cg17620300,ENSG00000239472,RN7SL221P,139485,L3,1.8845495285150336e-4,0.0072992700729927005
cg11072570,ENSG00000225674,IPO7P2,36226,L1,1.888967364064081e-4,0.007399260073992601
cg25199005,ENSG00000230184,SMYD3-IT1,38663,R1,1.889140272617161e-4,0.0033996600339966003
cg16402822,ENSG00000254042,CTC-558O2.1,379740,L6,1.8899016788142728e-4,0.18418158184181582
cg23221651,ENSG00000243566,UPK3B,305366,R10,1.890587276170281e-4,0.0025997400259974
cg01793320,ENSG00000104611,SH2D4A,777049,L7,1.89058915992366e-4,0.025797420257974202
cg11876912,ENSG00000163634,THOC7,217535,R5,1.89058915992366e-4,0.0377962203779622
cg13423554,ENSG00000177181,RIMKLA,529001,R7,1.89058915992366e-4,0.13738626137386262
cg13905238,ENSG00000270170,NCBP2-AS2,484861,L8,1.89058915992366e-4,0.08739126087391261
cg16765600,ENSG00000134265,NAPG,36410,L1,1.89058915992366e-4,0.12408759124087591
cg23059965,ENSG00000062822,POLD1,231597,R10,1.89058915992366e-4,0.08409159084091591
cg06204755,ENSG00000266501,RP11-766H1.1,579576,R7,1.8917990380138824e-4,0.009099090090990901
cg02241924,ENSG00000172172,MRPL13,708781,L7,1.8984006991020773e-4,0.1566843315668433
cg07612615,ENSG00000175470,PPP2R2D,1014619,R6,1.8984006991020773e-4,0.0164983501649835
cg18857467,ENSG00000160055,TMEM234,99528,L7,1.8984006991020773e-4,0.027097290270972903
cg11802013,ENSG00000259854,RP11-211G23.1,237574,L5,1.898765790599033e-4,1.9998000199980003e-4
cg09679746,ENSG00000261310,RP11-354I13.1,1403501,L7,1.9007061351574057e-4,0.026797320267973202
cg00380428,ENSG00000262343,RP11-353N14.3,380551,R10,1.900919334378367e-4,0.006899310068993101
cg27404824,ENSG00000229869,RP11-363N22.2,469909,L10,1.9040912161302258e-4,0.04179582041795821
cg10028983,ENSG00000197345,MRPL21,484665,R9,1.9062423976016192e-4,0.036396360363963605
cg14961750,ENSG00000101190,TCFL5,224662,L9,1.9062423976016192e-4,0.053094690530946904
cg15684563,ENSG00000257454,CTD-2021H9.2,53881,L2,1.9089686540120054e-4,0.0206979302069793
cg26679912,ENSG00000086288,NME8,51982,R2,1.9140953235752208e-4,0.07439256074392561
cg07177174,ENSG00000272841,RP3-428L16.2,322593,R10,1.9141143626081822e-4,0.052894710528947106
cg08815365,ENSG00000113643,RARS,771045,R9,1.9141143626081822e-4,0.1146885311468853
cg08823113,ENSG00000188002,RP11-43F13.1,28485,L1,1.9141143626081822e-4,0.14578542145785423
cg10573505,ENSG00000135823,STX6,461906,L6,1.9141143626081822e-4,0.11408859114088592
cg13279700,ENSG00000213654,GPSM3,150282,L6,1.9141143626081822e-4,0.1867813218678132
cg21571135,ENSG00000235043,TECRP1,167447,L1,1.9141143626081822e-4,0.0575942405759424
cg15045153,ENSG00000230115,TPRG1-AS2,734661,L6,1.9142073560264803e-4,0.17488251174882513
cg01965462,ENSG00000236193,LINC01953,619831,R8,1.9161151741242219e-4,0.0847915208479152
cg10132767,ENSG00000228648,RP11-568A7.2,570064,L10,1.9172975651770375e-4,0.014098590140985901
cg25378920,ENSG00000223398,AC027124.2,226317,L4,1.917718089889229e-4,2.9997000299970003e-4
cg17014914,ENSG00000265102,MIR3942,134183,L3,1.9193377737450234e-4,0.012198780121987801
cg00901138,ENSG00000272568,CTB-113D17.1,276386,L7,1.9220167016500582e-4,0.017298270172982702
cg10168086,ENSG00000245888,FLJ21408,779558,R10,1.9220167016500582e-4,0.1277872212778722
cg23691492,ENSG00000224004,ATP5C1P1,762773,L6,1.922285236093768e-4,0.0433956604339566
cg13707005,ENSG00000271360,RP11-138I18.1,406638,R4,1.9239474285133456e-4,0.026697330266973303
cg25100011,ENSG00000200591,Y_RNA,41071,R1,1.925923448541408e-4,0.0032996700329967
cg03019000,ENSG00000145050,MANF,280937,L4,1.9299495225988752e-4,0.0903909609039096
cg26941823,ENSG00000214357,NEURL1B,499025,R9,1.9299495225988752e-4,0.004999500049995001
cg25979244,ENSG00000235152,RP5-865N13.2,304120,R6,1.9303224857643677e-4,0.0033996600339966003
cg18463605,ENSG00000169906,S100G,60641,R3,1.9317272852866188e-4,0.04409559044095591
cg20407861,ENSG00000207422,RNU6-813P,323941,R9,1.9344687965666178e-4,0.23507649235076492
cg09402314,ENSG00000261430,LA16c-390E6.3,145511,L5,1.9349674645464124e-4,0.0037996200379962005
cg19866637,ENSG00000272088,RP11-168F9.2,345915,R4,1.9374722551748977e-4,0.07019298070192981
cg12631766,ENSG00000271387,RP11-382D12.2,329856,R6,1.9378936911413114e-4,0.14608539146085392
cg06957447,ENSG00000273259,RP11-986E7.7,151023,L7,1.9379090851538228e-4,0.11858814118588142
cg01977762,ENSG00000205790,DPP9-AS1,223232,L10,1.9379110094115083e-4,0.026797320267973202
cg02910987,ENSG00000023041,ZDHHC6,344078,R7,1.9379129336705508e-4,0.08959104089591041
cg07823562,ENSG00000108679,LGALS3BP,223817,R8,1.9379129336705508e-4,0.05269473052694731
cg17609809,ENSG00000164323,CFAP97,35990,R3,1.9379129336705508e-4,0.09609039096090391
cg22383874,ENSG00000154945,ANKRD40,99879,R3,1.9379129336705508e-4,0.12768723127687232
cg16009407,ENSG00000250471,GMPSP1,153955,R3,1.9413529591347125e-4,0.08549145085491451
cg13449257,ENSG00000273473,LL09NC01-139C3.1,293941,L4,1.9458664909152492e-4,0.19098090190980901
cg05694089,ENSG00000179743,FLJ37453,1483,R1,1.9459070434262217e-4,0.06679332066793321
cg06954677,ENSG00000176907,C8orf4,137264,R3,1.9459070434262217e-4,0.0861913808619138
cg10687219,ENSG00000110717,NDUFS8,370173,L8,1.9459070434262217e-4,0.08139186081391861
cg14356213,ENSG00000119523,ALG2,139667,L6,1.9459070434262217e-4,0.022097790220977902
cg17756105,ENSG00000242802,AP5Z1,1202088,R4,1.9459070434262217e-4,0.025097490250974904
cg19319487,ENSG00000021300,PLEKHB1,124474,R3,1.9459070434262217e-4,0.17178282171782822
cg22964496,ENSG00000203791,METTL10,237836,L10,1.9459070434262217e-4,0.0245975402459754
cg25103160,ENSG00000180481,GLIPR1L2,380319,L9,1.9459070434262217e-4,0.23427657234276572
cg15552607,ENSG00000229720,RP3-495K2.2,104996,L2,1.9477811416939518e-4,0.0156984301569843
cg20802826,ENSG00000201988,Y_RNA,77888,L5,1.9486920067570437e-4,0.0552944705529447
cg08479865,ENSG00000240912,RP11-274J15.2,75074,L1,1.9508018706617498e-4,0.006999300069993001
cg27213238,ENSG00000183674,LINC00518,94927,L8,1.952478311844397e-4,0.25237476252374763
cg04609875,ENSG00000257265,CTD-2021H9.1,637848,R10,1.9532986728808567e-4,0.0103989601039896
cg13700912,ENSG00000230487,PSMG3-AS1,339085,L9,1.9539300228393094e-4,0.029197080291970802
cg27135989,ENSG00000104388,RAB2A,341072,R4,1.9539300228393094e-4,0.12318768123187682
cg13488011,ENSG00000103888,CEMIP,222723,L10,1.9539319607732e-4,0.0751924807519248
